"lsoa11cd","lsoa11nm","measure","value"
"E01005572","Rochdale 007B","Residents claiming JSA or Universal Credit",10
"E01005573","Rochdale 007C","Residents claiming JSA or Universal Credit",5
"E01005574","Rochdale 007D","Residents claiming JSA or Universal Credit",10
"E01005587","Rochdale 007E","Residents claiming JSA or Universal Credit",10
"E01005588","Rochdale 007F","Residents claiming JSA or Universal Credit",20
"E01005580","Rochdale 008A","Residents claiming JSA or Universal Credit",40
"E01005581","Rochdale 008B","Residents claiming JSA or Universal Credit",60
"E01005583","Rochdale 008D","Residents claiming JSA or Universal Credit",60
"E01005585","Rochdale 008F","Residents claiming JSA or Universal Credit",25
"E01033258","Rochdale 008G","Residents claiming JSA or Universal Credit",85
"E01005496","Rochdale 009A","Residents claiming JSA or Universal Credit",30
"E01005589","Rochdale 009B","Residents claiming JSA or Universal Credit",30
"E01005590","Rochdale 009C","Residents claiming JSA or Universal Credit",45
"E01005591","Rochdale 009D","Residents claiming JSA or Universal Credit",10
"E01005592","Rochdale 009E","Residents claiming JSA or Universal Credit",35
"E01005472","Rochdale 010A","Residents claiming JSA or Universal Credit",50
"E01005473","Rochdale 010B","Residents claiming JSA or Universal Credit",20
"E01005482","Rochdale 010C","Residents claiming JSA or Universal Credit",195
"E01005483","Rochdale 010D","Residents claiming JSA or Universal Credit",100
"E01005484","Rochdale 010E","Residents claiming JSA or Universal Credit",130
"E01005486","Rochdale 010F","Residents claiming JSA or Universal Credit",65
"E01005487","Rochdale 010G","Residents claiming JSA or Universal Credit",45
"E01005474","Rochdale 011A","Residents claiming JSA or Universal Credit",10
"E01005575","Rochdale 011B","Residents claiming JSA or Universal Credit",10
"E01005576","Rochdale 011C","Residents claiming JSA or Universal Credit",5
"E01005577","Rochdale 011D","Residents claiming JSA or Universal Credit",10
"E01005469","Rochdale 012A","Residents claiming JSA or Universal Credit",30
"E01005563","Rochdale 012B","Residents claiming JSA or Universal Credit",45
"E01005565","Rochdale 012C","Residents claiming JSA or Universal Credit",35
"E01005566","Rochdale 012D","Residents claiming JSA or Universal Credit",45
"E01005568","Rochdale 012E","Residents claiming JSA or Universal Credit",70
"E01005569","Rochdale 012F","Residents claiming JSA or Universal Credit",40
"E01005556","Rochdale 013A","Residents claiming JSA or Universal Credit",15
"E01005559","Rochdale 013B","Residents claiming JSA or Universal Credit",30
"E01005560","Rochdale 013C","Residents claiming JSA or Universal Credit",10
"E01005567","Rochdale 013D","Residents claiming JSA or Universal Credit",25
"E01005555","Rochdale 014A","Residents claiming JSA or Universal Credit",15
"E01005557","Rochdale 014B","Residents claiming JSA or Universal Credit",5
"E01005558","Rochdale 014C","Residents claiming JSA or Universal Credit",15
"E01005561","Rochdale 014D","Residents claiming JSA or Universal Credit",5
"E01005562","Rochdale 014E","Residents claiming JSA or Universal Credit",20
"E01005470","Rochdale 015A","Residents claiming JSA or Universal Credit",35
"E01005471","Rochdale 015B","Residents claiming JSA or Universal Credit",30
"E01005475","Rochdale 015C","Residents claiming JSA or Universal Credit",35
"E01005485","Rochdale 015D","Residents claiming JSA or Universal Credit",50
"E01005564","Rochdale 015E","Residents claiming JSA or Universal Credit",55
"E01005464","Rochdale 016A","Residents claiming JSA or Universal Credit",45
"E01005465","Rochdale 016B","Residents claiming JSA or Universal Credit",25
"E01005466","Rochdale 016C","Residents claiming JSA or Universal Credit",100
"E01005467","Rochdale 016D","Residents claiming JSA or Universal Credit",65
"E01005468","Rochdale 016E","Residents claiming JSA or Universal Credit",5
"E01005476","Rochdale 017A","Residents claiming JSA or Universal Credit",35
"E01005477","Rochdale 017B","Residents claiming JSA or Universal Credit",45
"E01005478","Rochdale 017C","Residents claiming JSA or Universal Credit",20
"E01005479","Rochdale 017D","Residents claiming JSA or Universal Credit",25
"E01005480","Rochdale 017E","Residents claiming JSA or Universal Credit",30
"E01005481","Rochdale 017F","Residents claiming JSA or Universal Credit",25
"E01005497","Rochdale 018A","Residents claiming JSA or Universal Credit",40
"E01005501","Rochdale 018B","Residents claiming JSA or Universal Credit",35
"E01005502","Rochdale 018C","Residents claiming JSA or Universal Credit",25
"E01005504","Rochdale 018D","Residents claiming JSA or Universal Credit",40
"E01005505","Rochdale 018E","Residents claiming JSA or Universal Credit",30
"E01005509","Rochdale 018F","Residents claiming JSA or Universal Credit",50
"E01005510","Rochdale 019A","Residents claiming JSA or Universal Credit",5
"E01005511","Rochdale 019B","Residents claiming JSA or Universal Credit",5
"E01005512","Rochdale 019C","Residents claiming JSA or Universal Credit",25
"E01005513","Rochdale 019D","Residents claiming JSA or Universal Credit",40
"E01005514","Rochdale 019E","Residents claiming JSA or Universal Credit",25
"E01005515","Rochdale 019F","Residents claiming JSA or Universal Credit",45
"E01005498","Rochdale 020A","Residents claiming JSA or Universal Credit",25
"E01005500","Rochdale 020B","Residents claiming JSA or Universal Credit",25
"E01005503","Rochdale 020C","Residents claiming JSA or Universal Credit",5
"E01005506","Rochdale 020D","Residents claiming JSA or Universal Credit",20
"E01005507","Rochdale 020E","Residents claiming JSA or Universal Credit",25
"E01005508","Rochdale 020F","Residents claiming JSA or Universal Credit",10
"E01005524","Rochdale 021A","Residents claiming JSA or Universal Credit",25
"E01005525","Rochdale 021B","Residents claiming JSA or Universal Credit",80
"E01005526","Rochdale 021C","Residents claiming JSA or Universal Credit",45
"E01005528","Rochdale 021D","Residents claiming JSA or Universal Credit",30
"E01005536","Rochdale 021E","Residents claiming JSA or Universal Credit",35
"E01005543","Rochdale 021F","Residents claiming JSA or Universal Credit",10
"E01005527","Rochdale 022A","Residents claiming JSA or Universal Credit",40
"E01005529","Rochdale 022B","Residents claiming JSA or Universal Credit",45
"E01005551","Rochdale 022C","Residents claiming JSA or Universal Credit",55
"E01005552","Rochdale 022D","Residents claiming JSA or Universal Credit",80
"E01005553","Rochdale 022E","Residents claiming JSA or Universal Credit",30
"E01005554","Rochdale 022F","Residents claiming JSA or Universal Credit",15
"E01005534","Rochdale 023A","Residents claiming JSA or Universal Credit",25
"E01005535","Rochdale 023B","Residents claiming JSA or Universal Credit",40
"E01005537","Rochdale 023C","Residents claiming JSA or Universal Credit",15
"E01005538","Rochdale 023D","Residents claiming JSA or Universal Credit",25
"E01005540","Rochdale 023E","Residents claiming JSA or Universal Credit",15
"E01005541","Rochdale 023F","Residents claiming JSA or Universal Credit",25
"E01005542","Rochdale 023G","Residents claiming JSA or Universal Credit",30
"E01005533","Rochdale 024A","Residents claiming JSA or Universal Credit",30
"E01005539","Rochdale 024B","Residents claiming JSA or Universal Credit",35
"E01005546","Rochdale 024C","Residents claiming JSA or Universal Credit",30
"E01005547","Rochdale 024D","Residents claiming JSA or Universal Credit",20
"E01005548","Rochdale 024E","Residents claiming JSA or Universal Credit",40
"E01005530","Rochdale 025A","Residents claiming JSA or Universal Credit",5
"E01005531","Rochdale 025B","Residents claiming JSA or Universal Credit",15
"E01005532","Rochdale 025C","Residents claiming JSA or Universal Credit",65
"E01005544","Rochdale 025D","Residents claiming JSA or Universal Credit",5
"E01005545","Rochdale 025E","Residents claiming JSA or Universal Credit",5
"E01005549","Rochdale 025F","Residents claiming JSA or Universal Credit",10
"E01005550","Rochdale 025G","Residents claiming JSA or Universal Credit",5
"E01005659","Salford 001A","Residents claiming JSA or Universal Credit",30
"E01005660","Salford 001B","Residents claiming JSA or Universal Credit",60
"E01005663","Salford 001C","Residents claiming JSA or Universal Credit",50
"E01005664","Salford 001D","Residents claiming JSA or Universal Credit",40
"E01005665","Salford 001E","Residents claiming JSA or Universal Credit",70
"E01005703","Salford 002A","Residents claiming JSA or Universal Credit",65
"E01005704","Salford 002B","Residents claiming JSA or Universal Credit",30
"E01005706","Salford 002C","Residents claiming JSA or Universal Credit",35
"E01005708","Salford 002D","Residents claiming JSA or Universal Credit",40
"E01005702","Salford 003A","Residents claiming JSA or Universal Credit",45
"E01005705","Salford 003B","Residents claiming JSA or Universal Credit",30
"E01005707","Salford 003C","Residents claiming JSA or Universal Credit",60
"E01005661","Salford 004A","Residents claiming JSA or Universal Credit",50
"E01005662","Salford 004B","Residents claiming JSA or Universal Credit",75
"E01005709","Salford 004C","Residents claiming JSA or Universal Credit",55
"E01005710","Salford 004D","Residents claiming JSA or Universal Credit",15
"E01005670","Salford 005A","Residents claiming JSA or Universal Credit",30
"E01005672","Salford 005B","Residents claiming JSA or Universal Credit",20
"E01005676","Salford 005C","Residents claiming JSA or Universal Credit",10
"E01005677","Salford 005D","Residents claiming JSA or Universal Credit",15
"E01005686","Salford 006A","Residents claiming JSA or Universal Credit",20
"E01005688","Salford 006B","Residents claiming JSA or Universal Credit",30
"E01005691","Salford 006C","Residents claiming JSA or Universal Credit",10
"E01005692","Salford 006D","Residents claiming JSA or Universal Credit",45
"E01005711","Salford 007A","Residents claiming JSA or Universal Credit",15
"E01005712","Salford 007B","Residents claiming JSA or Universal Credit",25
"E01005713","Salford 007C","Residents claiming JSA or Universal Credit",5
"E01005714","Salford 007D","Residents claiming JSA or Universal Credit",25
"E01005715","Salford 007E","Residents claiming JSA or Universal Credit",10
"E01005718","Salford 007F","Residents claiming JSA or Universal Credit",30
"E01005673","Salford 008A","Residents claiming JSA or Universal Credit",15
"E01005675","Salford 008B","Residents claiming JSA or Universal Credit",25
"E01005678","Salford 008C","Residents claiming JSA or Universal Credit",45
"E01005679","Salford 008D","Residents claiming JSA or Universal Credit",40
"E01005687","Salford 009A","Residents claiming JSA or Universal Credit",25
"E01005689","Salford 009B","Residents claiming JSA or Universal Credit",30
"E01005690","Salford 009C","Residents claiming JSA or Universal Credit",20
"E01005693","Salford 009D","Residents claiming JSA or Universal Credit",20
"E01005646","Salford 010A","Residents claiming JSA or Universal Credit",15
"E01005649","Salford 010B","Residents claiming JSA or Universal Credit",10
"E01005650","Salford 010C","Residents claiming JSA or Universal Credit",30
"E01005651","Salford 010D","Residents claiming JSA or Universal Credit",25
"E01005647","Salford 011A","Residents claiming JSA or Universal Credit",25
"E01005648","Salford 011B","Residents claiming JSA or Universal Credit",30
"E01005652","Salford 011C","Residents claiming JSA or Universal Credit",25
"E01005653","Salford 011D","Residents claiming JSA or Universal Credit",50
"E01005671","Salford 012A","Residents claiming JSA or Universal Credit",25
"E01005674","Salford 012B","Residents claiming JSA or Universal Credit",15
"E01005694","Salford 012C","Residents claiming JSA or Universal Credit",15
"E01005696","Salford 012D","Residents claiming JSA or Universal Credit",15
"E01005698","Salford 012E","Residents claiming JSA or Universal Credit",45
"E01005700","Salford 012F","Residents claiming JSA or Universal Credit",20
"E01005716","Salford 013A","Residents claiming JSA or Universal Credit",10
"E01005717","Salford 013B","Residents claiming JSA or Universal Credit",5
"E01005734","Salford 013C","Residents claiming JSA or Universal Credit",10
"E01005735","Salford 013D","Residents claiming JSA or Universal Credit",10
"E01005736","Salford 013E","Residents claiming JSA or Universal Credit",5
"E01005737","Salford 013F","Residents claiming JSA or Universal Credit",5
"E01005739","Salford 013G","Residents claiming JSA or Universal Credit",5
"E01005695","Salford 014A","Residents claiming JSA or Universal Credit",10
"E01005697","Salford 014B","Residents claiming JSA or Universal Credit",10
"E01005738","Salford 014C","Residents claiming JSA or Universal Credit",10
"E01005740","Salford 014D","Residents claiming JSA or Universal Credit",10
