lsoa11cd,lsoa11nm,lad16nm,measure,value
E01005454,Oldham 012C,Oldham,Social rented households,57
E01005455,Oldham 012D,Oldham,Social rented households,24
E01005456,Oldham 012E,Oldham,Social rented households,321
E01005407,Oldham 013A,Oldham,Social rented households,3
E01005412,Oldham 013B,Oldham,Social rented households,19
E01005416,Oldham 013C,Oldham,Social rented households,4
E01005417,Oldham 013D,Oldham,Social rented households,12
E01005348,Oldham 014A,Oldham,Social rented households,302
E01005350,Oldham 014B,Oldham,Social rented households,782
E01005432,Oldham 014C,Oldham,Social rented households,401
E01005433,Oldham 014D,Oldham,Social rented households,400
E01005329,Oldham 015A,Oldham,Social rented households,4
E01005330,Oldham 015B,Oldham,Social rented households,12
E01005333,Oldham 015C,Oldham,Social rented households,3
E01005336,Oldham 015D,Oldham,Social rented households,2
E01005349,Oldham 016A,Oldham,Social rented households,105
E01005351,Oldham 016B,Oldham,Social rented households,86
E01005352,Oldham 016C,Oldham,Social rented households,165
E01005353,Oldham 016D,Oldham,Social rented households,426
E01005354,Oldham 016E,Oldham,Social rented households,114
E01005327,Oldham 017A,Oldham,Social rented households,101
E01005328,Oldham 017B,Oldham,Social rented households,379
E01005331,Oldham 017C,Oldham,Social rented households,61
E01005334,Oldham 017D,Oldham,Social rented households,6
E01005338,Oldham 017E,Oldham,Social rented households,311
E01005387,Oldham 018A,Oldham,Social rented households,31
E01005388,Oldham 018B,Oldham,Social rented households,80
E01005389,Oldham 018C,Oldham,Social rented households,270
E01005418,Oldham 018D,Oldham,Social rented households,10
E01005428,Oldham 019A,Oldham,Social rented households,32
E01005431,Oldham 019B,Oldham,Social rented households,57
E01005450,Oldham 019C,Oldham,Social rented households,87
E01005451,Oldham 019D,Oldham,Social rented households,7
E01005408,Oldham 020C,Oldham,Social rented households,73
E01005409,Oldham 020D,Oldham,Social rented households,3
E01032922,Oldham 020E,Oldham,Social rented households,139
E01005406,Oldham 021A,Oldham,Social rented households,14
E01005413,Oldham 021B,Oldham,Social rented households,10
E01005419,Oldham 021C,Oldham,Social rented households,6
E01005420,Oldham 021D,Oldham,Social rented households,161
E01005321,Oldham 022A,Oldham,Social rented households,142
E01005326,Oldham 022B,Oldham,Social rented households,92
E01005427,Oldham 022C,Oldham,Social rented households,130
E01005429,Oldham 022D,Oldham,Social rented households,108
E01005430,Oldham 022E,Oldham,Social rented households,85
E01005320,Oldham 024A,Oldham,Social rented households,118
E01005434,Oldham 024B,Oldham,Social rented households,255
E01005437,Oldham 024C,Oldham,Social rented households,14
E01005459,Oldham 024D,Oldham,Social rented households,209
E01005383,Oldham 026A,Oldham,Social rented households,216
E01005386,Oldham 026D,Oldham,Social rented households,339
E01032556,Oldham 026E,Oldham,Social rented households,32
E01032557,Oldham 026F,Oldham,Social rented households,495
E01005342,Oldham 027A,Oldham,Social rented households,288
E01005343,Oldham 027B,Oldham,Social rented households,167
E01005344,Oldham 027C,Oldham,Social rented households,151
E01005381,Oldham 027D,Oldham,Social rented households,327
E01005332,Oldham 028A,Oldham,Social rented households,184
E01005341,Oldham 028B,Oldham,Social rented households,85
E01005345,Oldham 028C,Oldham,Social rented households,16
E01005346,Oldham 028D,Oldham,Social rented households,50
E01005347,Oldham 028E,Oldham,Social rented households,33
E01005322,Oldham 029A,Oldham,Social rented households,259
E01005323,Oldham 029B,Oldham,Social rented households,178
E01005324,Oldham 029C,Oldham,Social rented households,377
E01005325,Oldham 029D,Oldham,Social rented households,298
E01005438,Oldham 029E,Oldham,Social rented households,91
E01005377,Oldham 030A,Oldham,Social rented households,337
E01005379,Oldham 030B,Oldham,Social rented households,364
E01005380,Oldham 030C,Oldham,Social rented households,308
E01005382,Oldham 030D,Oldham,Social rented households,212
E01005439,Oldham 030E,Oldham,Social rented households,42
E01005362,Oldham 031A,Oldham,Social rented households,59
E01005364,Oldham 031B,Oldham,Social rented households,13
E01005368,Oldham 031C,Oldham,Social rented households,136
E01005376,Oldham 031D,Oldham,Social rented households,200
E01005378,Oldham 031E,Oldham,Social rented households,43
E01005363,Oldham 032A,Oldham,Social rented households,106
E01005369,Oldham 032B,Oldham,Social rented households,158
E01005370,Oldham 032C,Oldham,Social rented households,353
E01005371,Oldham 032D,Oldham,Social rented households,74
E01005365,Oldham 033A,Oldham,Social rented households,13
E01005366,Oldham 033B,Oldham,Social rented households,287
E01005367,Oldham 033C,Oldham,Social rented households,7
E01005440,Oldham 033D,Oldham,Social rented households,176
E01005372,Oldham 034A,Oldham,Social rented households,106
E01005373,Oldham 034B,Oldham,Social rented households,17
E01005374,Oldham 034C,Oldham,Social rented households,131
E01005375,Oldham 034D,Oldham,Social rented households,11
E01005435,Oldham 035A,Oldham,Social rented households,22
E01005436,Oldham 035B,Oldham,Social rented households,9
E01005460,Oldham 035C,Oldham,Social rented households,157
E01005461,Oldham 035D,Oldham,Social rented households,78
E01005462,Oldham 035E,Oldham,Social rented households,68
E01005463,Oldham 035F,Oldham,Social rented households,151
E01032921,Oldham 035G,Oldham,Social rented households,276
E01005518,Rochdale 001A,Rochdale,Social rented households,92
E01005520,Rochdale 001B,Rochdale,Social rented households,81
E01005522,Rochdale 001C,Rochdale,Social rented households,68
E01005523,Rochdale 001D,Rochdale,Social rented households,61
E01005519,Rochdale 002A,Rochdale,Social rented households,46
E01005594,Rochdale 002B,Rochdale,Social rented households,88
E01005597,Rochdale 002C,Rochdale,Social rented households,37
E01005598,Rochdale 002D,Rochdale,Social rented households,7
E01005516,Rochdale 003A,Rochdale,Social rented households,4
E01005517,Rochdale 003B,Rochdale,Social rented households,23
E01005521,Rochdale 003C,Rochdale,Social rented households,48
E01005596,Rochdale 003D,Rochdale,Social rented households,18
E01005578,Rochdale 004A,Rochdale,Social rented households,166
E01005579,Rochdale 004B,Rochdale,Social rented households,347
E01005586,Rochdale 004C,Rochdale,Social rented households,390
E01005593,Rochdale 004D,Rochdale,Social rented households,213
E01005595,Rochdale 004E,Rochdale,Social rented households,442
E01005489,Rochdale 005A,Rochdale,Social rented households,26
E01005490,Rochdale 005B,Rochdale,Social rented households,151
E01005491,Rochdale 005C,Rochdale,Social rented households,142
E01005493,Rochdale 005D,Rochdale,Social rented households,11
E01005494,Rochdale 005E,Rochdale,Social rented households,89
E01005495,Rochdale 005F,Rochdale,Social rented households,97
E01005488,Rochdale 006A,Rochdale,Social rented households,2
E01005492,Rochdale 006B,Rochdale,Social rented households,9
E01005499,Rochdale 006C,Rochdale,Social rented households,34
E01005571,Rochdale 006D,Rochdale,Social rented households,7
E01005570,Rochdale 007A,Rochdale,Social rented households,11
E01005572,Rochdale 007B,Rochdale,Social rented households,5
E01005573,Rochdale 007C,Rochdale,Social rented households,33
E01005574,Rochdale 007D,Rochdale,Social rented households,19
E01005587,Rochdale 007E,Rochdale,Social rented households,6
E01005588,Rochdale 007F,Rochdale,Social rented households,233
E01005580,Rochdale 008A,Rochdale,Social rented households,34
E01005581,Rochdale 008B,Rochdale,Social rented households,197
E01005583,Rochdale 008D,Rochdale,Social rented households,146
E01005585,Rochdale 008F,Rochdale,Social rented households,60
E01033258,Rochdale 008G,Rochdale,Social rented households,144
E01005496,Rochdale 009A,Rochdale,Social rented households,301
E01005589,Rochdale 009B,Rochdale,Social rented households,41
E01005590,Rochdale 009C,Rochdale,Social rented households,91
E01005591,Rochdale 009D,Rochdale,Social rented households,60
E01005592,Rochdale 009E,Rochdale,Social rented households,248
E01005472,Rochdale 010A,Rochdale,Social rented households,234
E01005473,Rochdale 010B,Rochdale,Social rented households,79
E01005482,Rochdale 010C,Rochdale,Social rented households,872
E01005483,Rochdale 010D,Rochdale,Social rented households,491
E01005484,Rochdale 010E,Rochdale,Social rented households,541
E01005486,Rochdale 010F,Rochdale,Social rented households,51
E01005487,Rochdale 010G,Rochdale,Social rented households,74
E01005474,Rochdale 011A,Rochdale,Social rented households,39
E01005575,Rochdale 011B,Rochdale,Social rented households,6
E01005576,Rochdale 011C,Rochdale,Social rented households,4
E01005577,Rochdale 011D,Rochdale,Social rented households,17
E01005469,Rochdale 012A,Rochdale,Social rented households,26
E01005563,Rochdale 012B,Rochdale,Social rented households,94
E01005565,Rochdale 012C,Rochdale,Social rented households,234
E01005566,Rochdale 012D,Rochdale,Social rented households,206
E01005568,Rochdale 012E,Rochdale,Social rented households,379
E01005569,Rochdale 012F,Rochdale,Social rented households,237
E01005556,Rochdale 013A,Rochdale,Social rented households,17
E01005559,Rochdale 013B,Rochdale,Social rented households,341
E01005560,Rochdale 013C,Rochdale,Social rented households,16
E01005567,Rochdale 013D,Rochdale,Social rented households,134
E01005555,Rochdale 014A,Rochdale,Social rented households,30
E01005557,Rochdale 014B,Rochdale,Social rented households,6
E01005558,Rochdale 014C,Rochdale,Social rented households,155
E01005561,Rochdale 014D,Rochdale,Social rented households,47
E01005562,Rochdale 014E,Rochdale,Social rented households,149
E01005470,Rochdale 015A,Rochdale,Social rented households,75
E01005471,Rochdale 015B,Rochdale,Social rented households,48
E01005475,Rochdale 015C,Rochdale,Social rented households,191
E01005485,Rochdale 015D,Rochdale,Social rented households,127
E01005564,Rochdale 015E,Rochdale,Social rented households,146
E01005464,Rochdale 016A,Rochdale,Social rented households,336
E01005465,Rochdale 016B,Rochdale,Social rented households,140
E01005466,Rochdale 016C,Rochdale,Social rented households,764
E01005467,Rochdale 016D,Rochdale,Social rented households,464
E01005468,Rochdale 016E,Rochdale,Social rented households,15
E01005476,Rochdale 017A,Rochdale,Social rented households,42
E01005477,Rochdale 017B,Rochdale,Social rented households,179
E01005478,Rochdale 017C,Rochdale,Social rented households,109
E01005479,Rochdale 017D,Rochdale,Social rented households,104
E01005480,Rochdale 017E,Rochdale,Social rented households,184
E01005481,Rochdale 017F,Rochdale,Social rented households,85
E01005497,Rochdale 018A,Rochdale,Social rented households,305
E01005501,Rochdale 018B,Rochdale,Social rented households,438
E01005502,Rochdale 018C,Rochdale,Social rented households,144
E01005504,Rochdale 018D,Rochdale,Social rented households,141
E01005505,Rochdale 018E,Rochdale,Social rented households,166
E01005509,Rochdale 018F,Rochdale,Social rented households,499
E01005510,Rochdale 019A,Rochdale,Social rented households,13
E01005511,Rochdale 019B,Rochdale,Social rented households,50
E01005512,Rochdale 019C,Rochdale,Social rented households,160
E01005513,Rochdale 019D,Rochdale,Social rented households,315
E01005514,Rochdale 019E,Rochdale,Social rented households,234
E01005515,Rochdale 019F,Rochdale,Social rented households,429
E01005498,Rochdale 020A,Rochdale,Social rented households,57
E01005500,Rochdale 020B,Rochdale,Social rented households,69
E01005503,Rochdale 020C,Rochdale,Social rented households,2
E01005506,Rochdale 020D,Rochdale,Social rented households,192
E01005507,Rochdale 020E,Rochdale,Social rented households,35
E01005508,Rochdale 020F,Rochdale,Social rented households,17
E01005524,Rochdale 021A,Rochdale,Social rented households,74
